519,2077,8309,33237,132949,531797,2127189,8508757,34035029,136140117
1041,4165,16661,66645,266581,1066325,4265301,17061205,68244821,272979285
523,2093,8373,33493,133973,535893,2143573,8574293,34297173,137188693
1049,4197,16789,67157,268629,1074517,4298069,17192277,68769109,275076437
527,2109,8437,33749,134997,539989,2159957,8639829,34559317,138237269
1057,4229,16917,67669,270677,1082709,4330837,17323349,69293397,277173589
531,2125,8501,34005,136021,544085,2176341,8705365,34821461,139285845
1065,4261,17045,68181,272725,1090901,4363605,17454421,69817685,279270741
535,2141,8565,34261,137045,548181,2192725,8770901,35083605,140334421
1073,4293,17173,68693,274773,1099093,4396373,17585493,70341973,281367893
539,2157,8629,34517,138069,552277,2209109,8836437,35345749,141382997
1081,4325,17301,69205,276821,1107285,4429141,17716565,70866261,283465045
543,2173,8693,34773,139093,556373,2225493,8901973,35607893,142431573
1089,4357,17429,69717,278869,1115477,4461909,17847637,71390549,285562197
547,2189,8757,35029,140117,560469,2241877,8967509,35870037,143480149
1097,4389,17557,70229,280917,1123669,4494677,17978709,71914837,287659349
551,2205,8821,35285,141141,564565,2258261,9033045,36132181,144528725
1105,4421,17685,70741,282965,1131861,4527445,18109781,72439125,289756501
555,2221,8885,35541,142165,568661,2274645,9098581,36394325,145577301
1113,4453,17813,71253,285013,1140053,4560213,18240853,72963413,291853653
559,2237,8949,35797,143189,572757,2291029,9164117,36656469,146625877
1121,4485,17941,71765,287061,1148245,4592981,18371925,73487701,293950805
563,2253,9013,36053,144213,576853,2307413,9229653,36918613,147674453
1129,4517,18069,72277,289109,1156437,4625749,18502997,74011989,296047957
567,2269,9077,36309,145237,580949,2323797,9295189,37180757,148723029
1137,4549,18197,72789,291157,1164629,4658517,18634069,74536277,298145109
571,2285,9141,36565,146261,585045,2340181,9360725,37442901,149771605
1145,4581,18325,73301,293205,1172821,4691285,18765141,75060565,300242261
575,2301,9205,36821,147285,589141,2356565,9426261,37705045,150820181
1153,4613,18453,73813,295253,1181013,4724053,18896213,75584853,302339413
579,2317,9269,37077,148309,593237,2372949,9491797,37967189,151868757
1161,4645,18581,74325,297301,1189205,4756821,19027285,76109141,304436565
583,2333,9333,37333,149333,597333,2389333,9557333,38229333,152917333
1169,4677,18709,74837,299349,1197397,4789589,19158357,76633429,306533717
587,2349,9397,37589,150357,601429,2405717,9622869,38491477,153965909
1177,4709,18837,75349,301397,1205589,4822357,19289429,77157717,308630869
591,2365,9461,37845,151381,605525,2422101,9688405,38753621,155014485
1185,4741,18965,75861,303445,1213781,4855125,19420501,77682005,310728021
595,2381,9525,38101,152405,609621,2438485,9753941,39015765,156063061
1193,4773,19093,76373,305493,1221973,4887893,19551573,78206293,312825173
599,2397,9589,38357,153429,613717,2454869,9819477,39277909,157111637
1201,4805,19221,76885,307541,1230165,4920661,19682645,78730581,314922325
603,2413,9653,38613,154453,617813,2471253,9885013,39540053,158160213
1209,4837,19349,77397,309589,1238357,4953429,19813717,79254869,317019477
607,2429,9717,38869,155477,621909,2487637,9950549,39802197,159208789
1217,4869,19477,77909,311637,1246549,4986197,19944789,79779157,319116629
611,2445,9781,39125,156501,626005,2504021,10016085,40064341,160257365
1225,4901,19605,78421,313685,1254741,5018965,20075861,80303445,321213781
615,2461,9845,39381,157525,630101,2520405,10081621,40326485,161305941
1233,4933,19733,78933,315733,1262933,5051733,20206933,80827733,323310933
619,2477,9909,39637,158549,634197,2536789,10147157,40588629,162354517
1241,4965,19861,79445,317781,1271125,5084501,20338005,81352021,325408085
623,2493,9973,39893,159573,638293,2553173,10212693,40850773,163403093
